submission_id,response_id,synthetic_data,survey_version,survey_round,interview_date,program_start_date,region_code,site_code,enumerator_code,consent,age_group,gender,household_size,disability_access,participated_training,training_date,training_topic,satisfaction_score,knowledge_before,knowledge_after,used_skill,service_access,follow_up_requested,preferred_channel,open_comment,completion_minutes
SUB-0181,SYN-0181,yes,1.0.0,ROUND_1,2025-05-09,2025-04-03,EAST,E02,ENUM_03,yes,25_34,woman,4,no,yes,2025-04-28,financial_skills,4,3,4,no,1,yes,radio,,24.9
SUB-0320,SYN-0320,yes,1.0.0,ROUND_1,2025-08-04,2025-05-19,SOUTH,S03,ENUM_04,yes,25_34,man,4,no,yes,2025-07-26,financial_skills,3,3,4,yes,4,no,,,16.9
SUB-0132,SYN-0132,yes,1.0.0,ROUND_2,2025-07-09,2025-05-26,NORTH,N01,ENUM_02,yes,25_34,man,4,yes,yes,2025-06-15,financial_skills,4,4,4,yes,4,yes,community_meeting,,13.4
SUB-0015,SYN-0015,yes,1.0.0,ROUND_2,2025-08-17,2025-05-04,NORTH,N02,ENUM_02,yes,25_34,woman,6,no,yes,2025-07-29,planning,3,1,3,yes,4,no,,,21.4
SUB-0248,SYN-0248,yes,1.0.0,ROUND_2,2025-07-16,2025-05-01,WEST,W03,ENUM_06,yes,25_34,woman,2,no,yes,2025-06-25,digital_skills,2,2,4,yes,4,no,,,16.9
SUB-0406,SYN-0406,yes,1.0.0,ROUND_1,2025-06-20,2025-02-16,EAST,E02,ENUM_07,yes,25_34,man,4,no,yes,2025-03-11,planning,1,4,5,yes,4,no,,,20.4
SUB-DUP-005,SYN-0206,yes,1.0.0,ROUND_2,2025-09-25,2025-05-24,EAST,E03,ENUM_03,yes,45_54,woman,5,no,yes,2025-05-27,financial_skills,5,3,5,yes,4,no,,I would like more examples about budgeting and record keeping.,15.6
SUB-0146,SYN-0146,yes,1.0.0,ROUND_2,2025-09-20,2025-06-12,EAST,E02,ENUM_06,yes,under_18,man,7,no,yes,2025-07-15,financial_skills,4,3,3,no,2,no,,,11.2
SUB-0208,SYN-0208,yes,1.0.0,ROUND_1,2025-05-13,2024-12-28,WEST,W03,ENUM_02,yes,25_34,man,4,yes,yes,2025-02-15,financial_skills,2,2,3,yes,3,no,,,15.7
SUB-0368,SYN-0368,yes,1.0.0,ROUND_1,2025-09-11,2025-07-02,WEST,W01,ENUM_03,yes,35_44,woman,7,no,yes,2025-08-31,digital_skills,1,3,4,yes,3,yes,community_meeting,The group activities helped me learn from other participants.,14.4
SUB-0082,SYN-0082,yes,1.0.0,ROUND_2,2025-08-28,2025-07-13,SOUTH,S03,ENUM_08,yes,45_54,woman,5,no,no,,,,,,,3,no,,,20.6
SUB-0388,SYN-0388,yes,1.0.0,ROUND_2,2025-05-11,2025-01-29,NORTH,X99,ENUM_03,yes,35_44,woman,8,no,yes,2025-02-22,digital_skills,4,4,5,no,4,yes,radio,,13.5
SUB-0172,SYN-0172,yes,1.0.0,ROUND_2,2025-04-08,2024-11-10,NORTH,N01,ENUM_03,yes,45_54,woman,2,no,yes,2025-03-08,leadership,5,3,4,no,4,no,,The group activities helped me learn from other participants.,10.3
SUB-0076,SYN-0076,yes,1.0.0,ROUND_2,2025-05-17,2025-01-09,EAST,E02,ENUM_07,yes,35_44,woman,5,no,yes,2025-05-14,digital_skills,4,1,3,yes,1,no,,,24.5
SUB-0385,SYN-0385,yes,1.0.0,ROUND_1,2025-07-26,2025-04-01,SOUTH,S03,ENUM_01,yes,45_54,woman,4,no,yes,2025-06-12,financial_skills,4,1,2,no,4,yes,community_meeting,,16.9
SUB-0102,SYN-0102,yes,1.0.0,ROUND_1,2025-05-07,2025-03-18,EAST,E03,ENUM_02,yes,35_44,woman,5,no,yes,2025-03-29,financial_skills,4,2,2,yes,4,no,,,20.3
SUB-0048,SYN-0048,yes,1.0.0,ROUND_1,2025-06-27,2025-05-07,SOUTH,S01,ENUM_03,yes,35_44,woman,9,no,no,,,,,,,3,no,,,7.8
SUB-0340,SYN-0340,yes,1.0.0,ROUND_2,2025-04-12,2025-02-08,WEST,W01,ENUM_08,yes,45_54,man,4,yes,yes,2025-03-17,planning,4,2,3,no,2,no,radio,I have already used one of the planning tools from the session.,19.7
SUB-0405,SYN-0405,yes,1.0.0,ROUND_1,2025-06-07,2025-01-17,NORTH,N01,ENUM_03,yes,25_34,man,5,no,yes,2025-03-02,planning,2,4,4,yes,5,no,,The group activities helped me learn from other participants.,4.0
SUB-0143,SYN-0143,yes,1.0.0,ROUND_2,2025-05-26,2025-01-13,EAST,E02,ENUM_04,yes,45_54,woman,7,yes,yes,2025-01-29,digital_skills,5,1,2,yes,2,no,,,15.5
SUB-DUP-010,SYN-0381,yes,1.0.0,ROUND_2,2025-09-16,2025-05-14,SOUTH,S01,ENUM_04,yes,25_34,man,3,no,no,,,,,,,3,no,,,14.6
SUB-0052,SYN-0052,yes,1.0.0,ROUND_1,2025-06-19,2025-04-26,SOUTH,S03,ENUM_06,yes,35_44,woman,8,no,no,,,,,,,2,no,,,22.0
SUB-0179,SYN-0179,yes,1.0.0,ROUND_2,2025-05-16,2024-12-24,WEST,W01,ENUM_08,yes,25_34,man,7,no,no,,,,,,,3,no,,,10.8
SUB-0409,SYN-0409,yes,1.0.0,ROUND_2,2025-08-04,2025-03-11,NORTH,N03,ENUM_01,yes,18_24,man,3,no,no,,,,,,,5,no,,,13.2
SUB-0046,SYN-0046,yes,1.0.0,ROUND_2,2025-05-05,2025-02-09,EAST,E01,ENUM_02,yes,35_44,woman,6,no,yes,2025-03-29,financial_skills,5,4,5,no,5,yes,community_meeting,,18.1
SUB-0246,SYN-0246,yes,1.0.0,ROUND_2,2025-06-13,2025-02-04,SOUTH,S03,ENUM_04,yes,18_24,man,1,no,yes,2025-04-21,digital_skills,4,3,4,yes,5,no,,,14.4
SUB-0167,SYN-0167,yes,1.0.0,ROUND_1,2025-08-15,2025-06-12,EAST,E03,ENUM_02,yes,25_34,woman,1,no,no,,,,,,,4,no,,,16.0
SUB-0291,SYN-0291,yes,1.0.0,ROUND_2,2025-05-25,2025-01-15,SOUTH,S03,ENUM_04,yes,45_54,woman,4,no,yes,2025-05-03,financial_skills,4,1,1,no,5,no,,,16.7
SUB-0306,SYN-0306,yes,1.0.0,ROUND_1,2025-09-07,2025-04-20,EAST,E02,ENUM_04,yes,55_plus,man,6,no,yes,2025-07-31,financial_skills,5,4,4,yes,4,no,,,18.1
SUB-0370,SYN-0370,yes,1.0.0,ROUND_2,2025-05-18,2025-04-07,WEST,W01,ENUM_07,yes,45_54,woman,6,no,yes,2025-04-19,planning,2,2,3,yes,4,no,,The group activities helped me learn from other participants.,17.7
SUB-0363,SYN-0363,yes,1.0.0,ROUND_2,2025-05-29,2025-01-23,NORTH,N02,ENUM_04,yes,25_34,woman,6,no,yes,2025-04-26,digital_skills,4,2,4,yes,4,yes,radio,,29.3
SUB-0070,SYN-0070,yes,1.0.0,ROUND_2,2025-08-11,2025-03-18,WEST,W02,ENUM_04,yes,45_54,woman,7,no,yes,2025-06-08,leadership,3,3,3,no,2,yes,radio,Printed materials would help people who cannot attend every session.,5.6
SUB-0364,SYN-0364,yes,1.0.0,ROUND_1,2025-04-25,2024-12-13,SOUTH,S01,ENUM_04,yes,18_24,woman,4,no,yes,2024-12-17,leadership,4,1,1,yes,4,no,,A location closer to the community would improve attendance.,18.7
SUB-0400,SYN-0400,yes,1.0.0,ROUND_2,2025-05-08,2025-03-26,EAST,E02,ENUM_03,yes,35_44,man,2,no,yes,2025-05-02,planning,4,1,2,no,2,yes,radio,,11.4
SUB-0009,SYN-0009,yes,1.0.0,ROUND_1,2025-07-21,2025-06-06,SOUTH,S02,ENUM_04,yes,18_24,woman,3,no,yes,2024-12-15,planning,4,2,4,yes,4,yes,community_meeting,,11.6
SUB-0384,SYN-0384,yes,1.0.0,ROUND_1,2025-09-20,2025-08-02,NORTH,N03,ENUM_06,yes,25_34,man,2,no,no,,,,,,,3,no,,,9.2
SUB-0022,SYN-0022,yes,1.0.0,ROUND_2,2025-07-30,2025-03-19,WEST,W03,ENUM_02,yes,55_plus,man,5,no,yes,2025-03-23,digital_skills,4,3,4,yes,3,yes,community_meeting,,16.0
SUB-0074,SYN-0074,yes,1.0.0,ROUND_1,2025-08-26,2025-05-27,SOUTH,S03,ENUM_06,yes,25_34,woman,6,no,yes,2025-08-16,financial_skills,4,1,2,yes,4,no,,Travel to the meeting location was difficult during bad weather.,21.8
SUB-0276,SYN-0276,yes,1.0.0,ROUND_1,2025-09-23,2025-05-16,EAST,E03,ENUM_02,yes,25_34,man,3,no,yes,2025-07-02,digital_skills,4,1,1,no,4,no,,,21.4
SUB-0227,SYN-0227,yes,1.0.0,ROUND_2,2025-06-12,2025-04-20,SOUTH,S02,ENUM_03,yes,45_54,woman,7,no,yes,2025-05-13,financial_skills,4,1,2,yes,2,no,,,18.9
SUB-0245,SYN-0245,yes,1.0.0,ROUND_1,2025-09-05,2025-06-25,NORTH,N02,ENUM_02,yes,45_54,man,3,no,yes,2025-08-04,planning,4,3,4,no,3,no,radio,More time for questions and practice would improve the training.,25.5
SUB-0325,SYN-0325,yes,1.0.0,ROUND_1,2025-06-14,2025-02-21,SOUTH,S01,ENUM_02,yes,35_44,man,4,yes,yes,2025-04-01,digital_skills,3,1,2,no,4,yes,radio,,14.7
SUB-0348,SYN-0348,yes,1.0.0,ROUND_2,2025-08-02,2025-05-20,SOUTH,S03,ENUM_05,yes,25_34,woman,4,no,no,,,,,,,2,no,,,24.9
SUB-0353,SYN-0353,yes,1.0.0,ROUND_2,2025-08-30,2025-06-02,NORTH,S01,ENUM_07,yes,45_54,woman,5,no,no,,,,,,,4,yes,printed_material,,11.7
SUB-0222,SYN-0222,yes,1.0.0,ROUND_2,2025-08-21,2025-03-26,WEST,W02,ENUM_06,yes,35_44,woman,4,yes,no,,,,,,,5,no,,,14.2
SUB-0164,SYN-0164,yes,1.0.0,ROUND_1,2025-06-04,2025-01-24,EAST,E02,ENUM_05,yes,35_44,woman,6,no,yes,2025-01-27,digital_skills,4,4,5,no,5,no,,,18.5
SUB-0202,SYN-0202,yes,1.0.0,ROUND_1,2025-07-03,2025-03-04,SOUTH,S02,ENUM_07,yes,25_34,man,5,no,no,,,,,,,3,no,,,18.2
SUB-0124,SYN-0124,yes,1.0.0,ROUND_2,2025-08-21,2025-05-15,WEST,W01,ENUM_07,yes,25_34,man,4,no,yes,2025-05-27,planning,5,3,5,yes,4,no,,,18.0
SUB-0176,SYN-0176,yes,1.0.0,ROUND_2,2025-06-26,2025-03-15,SOUTH,S03,ENUM_08,yes,25_34,woman,6,no,no,,,,,,,5,yes,community_meeting,,11.8
SUB-0398,SYN-0398,yes,1.0.0,ROUND_2,2025-07-16,2025-05-25,SOUTH,S01,ENUM_07,yes,35_44,man,4,no,yes,2025-05-30,financial_skills,4,2,3,yes,1,no,,The facilitator explained the topic clearly and respectfully.,19.9
SUB-0319,SYN-0319,yes,1.0.0,ROUND_2,2025-05-11,2024-12-28,WEST,W01,ENUM_03,yes,25_34,woman,2,no,yes,2024-12-28,planning,4,1,2,no,5,no,,,22.2
SUB-0109,SYN-0109,yes,1.0.0,ROUND_1,2025-07-16,2025-03-03,SOUTH,S02,ENUM_08,yes,35_44,man,7,no,no,,,,,,,4,no,,,16.1
SUB-0186,SYN-0186,yes,1.0.0,ROUND_2,2025-06-25,2025-03-27,SOUTH,S01,ENUM_07,yes,18_24,woman,5,no,yes,2025-06-03,digital_skills,4,1,3,yes,2,yes,radio,The practical examples made the sessions easier to understand.,30.9
SUB-0265,SYN-0265,yes,1.0.0,ROUND_1,2025-07-07,2025-03-20,EAST,E01,ENUM_03,yes,45_54,woman,4,no,no,,,,,,,4,no,,,13.8
SUB-0311,SYN-0311,yes,1.0.0,ROUND_2,2025-06-08,2025-04-16,NORTH,N01,ENUM_06,yes,,woman,3,no,no,,,,,,,5,no,,,11.1
SUB-0112,SYN-0112,yes,1.0.0,ROUND_1,2025-07-24,2025-03-14,WEST,W01,ENUM_07,yes,18_24,non_binary,3,no,no,,,,,,,4,yes,community_meeting,,16.0
SUB-DUP-001,SYN-0239,yes,1.0.0,ROUND_1,2025-07-13,2025-06-02,EAST,E02,ENUM_06,yes,18_24,man,8,no,yes,2025-07-12,planning,5,2,2,yes,4,yes,radio,,19.5
SUB-0060,SYN-0060,yes,1.0.0,ROUND_2,2025-05-12,2025-03-31,EAST,E02,ENUM_02,yes,25_34,woman,5,no,yes,2025-05-11,leadership,2,2,3,yes,5,no,,,19.7
SUB-0111,SYN-0111,yes,1.0.0,ROUND_2,2025-09-21,2025-08-15,SOUTH,S01,ENUM_05,yes,35_44,man,4,no,yes,2025-08-28,leadership,3,1,3,no,4,yes,printed_material,,18.6
SUB-0029,SYN-0029,yes,1.0.0,ROUND_2,2025-05-01,2024-12-08,EAST,E02,ENUM_04,yes,35_44,woman,10,no,yes,2025-03-09,planning,2,4,5,yes,2,yes,radio,,21.5
SUB-0296,SYN-0296,yes,1.0.0,ROUND_2,2025-06-05,2025-01-22,EAST,E01,ENUM_02,yes,25_34,woman,10,no,yes,2025-03-04,planning,4,1,3,yes,4,no,,,25.6
SUB-0027,SYN-0027,yes,1.0.0,ROUND_1,2025-07-31,2025-04-15,WEST,W02,ENUM_03,yes,25_34,woman,3,no,yes,2025-05-01,digital_skills,4,1,3,no,3,no,,The facilitator explained the topic clearly and respectfully.,33.1
SUB-0137,SYN-0137,yes,1.0.0,ROUND_2,2025-09-28,2025-08-09,NORTH,N01,ENUM_06,yes,25_34,man,3,no,yes,2025-09-22,planning,5,2,3,yes,5,no,,,25.8
SUB-0047,SYN-0047,yes,1.0.0,ROUND_2,2025-04-01,2024-12-02,EAST,E03,ENUM_07,yes,35_44,non_binary,7,no,yes,2025-03-30,planning,3,4,5,no,2,no,,,8.6
SUB-0101,SYN-0101,yes,1.0.0,ROUND_2,2025-04-10,2024-11-26,WEST,W03,ENUM_02,yes,45_54,man,5,no,no,,,,,,,4,no,,,21.3
SUB-0217,SYN-0217,yes,1.0.0,ROUND_2,2025-06-20,2025-01-27,EAST,E02,ENUM_03,yes,35_44,man,3,no,yes,2025-04-24,financial_skills,5,2,2,no,4,no,,The group activities helped me learn from other participants.,18.0
SUB-0077,SYN-0077,yes,1.0.0,ROUND_2,2025-08-16,2025-04-23,SOUTH,S02,ENUM_08,yes,25_34,woman,9,no,no,,,,,,,2,no,,,18.6
SUB-0053,SYN-0053,yes,1.0.0,,,,,,,no,,,,,,,,,,,,,,,,
SUB-0294,SYN-0294,yes,1.0.0,ROUND_1,2025-05-24,2025-02-08,EAST,E01,ENUM_04,yes,18_24,woman,3,no,yes,2025-03-22,leadership,5,2,3,yes,3,yes,community_meeting,,9.5
SUB-0110,SYN-0110,yes,1.0.0,ROUND_2,2025-04-16,2025-03-02,EAST,E03,ENUM_06,yes,45_54,woman,3,no,yes,2025-03-15,planning,4,1,2,yes,3,no,,,22.8
SUB-0092,SYN-0092,yes,1.0.0,ROUND_2,2025-07-23,2025-05-12,EAST,E02,ENUM_01,yes,45_54,man,4,no,yes,2025-06-27,leadership,2,2,3,no,5,no,,,17.5
SUB-0374,SYN-0374,yes,1.0.0,ROUND_2,2025-04-18,2024-12-24,EAST,E01,ENUM_08,yes,18_24,woman,4,no,no,,,,,,,3,yes,community_meeting,,4.2
SUB-0373,SYN-0373,yes,1.0.0,ROUND_1,2025-08-22,2025-05-26,NORTH,N02,ENUM_03,yes,25_34,woman,5,no,yes,2025-07-23,financial_skills,1,3,5,yes,1,yes,radio,,25.4
SUB-0338,SYN-0338,yes,1.0.0,ROUND_2,2025-08-29,2025-04-13,NORTH,N02,ENUM_04,yes,35_44,man,5,no,yes,2025-05-21,digital_skills,4,2,3,yes,1,no,,,7.1
SUB-0264,SYN-0264,yes,1.0.0,ROUND_2,2025-05-04,2024-12-13,SOUTH,S01,ENUM_03,yes,45_54,man,7,no,no,,,,,,,5,yes,community_meeting,,5.4
SUB-0324,SYN-0324,yes,1.0.0,ROUND_2,2025-07-20,2025-02-23,SOUTH,S02,ENUM_07,yes,25_34,man,5,no,yes,2025-05-17,digital_skills,4,4,5,yes,2,no,,,21.4
SUB-0392,SYN-0392,yes,1.0.0,ROUND_2,2025-05-17,2025-02-06,NORTH,N02,ENUM_03,yes,25_34,woman,8,no,yes,2025-04-19,digital_skills,5,1,2,yes,2,yes,printed_material,,19.0
SUB-0134,SYN-0134,yes,1.0.0,ROUND_1,2025-08-24,2025-03-29,SOUTH,S02,ENUM_06,yes,35_44,man,4,no,yes,2025-07-27,planning,3,4,5,yes,4,no,,The practical examples made the sessions easier to understand.,23.0
SUB-0188,SYN-0188,yes,1.0.0,ROUND_2,2025-09-04,2025-04-20,NORTH,N01,ENUM_08,yes,18_24,woman,4,no,yes,2025-07-28,planning,5,2,3,yes,4,yes,printed_material,A follow-up session on digital tools would be helpful.,15.8
SUB-0213,SYN-0213,yes,1.0.0,ROUND_2,2025-06-05,2025-03-19,NORTH,N03,ENUM_03,yes,35_44,man,5,no,no,,,,,,,3,no,,,22.4
SUB-0068,SYN-0068,yes,1.0.0,ROUND_2,2025-04-16,2025-02-10,EAST,E01,ENUM_05,yes,25_34,woman,5,no,yes,2025-03-07,digital_skills,4,1,2,yes,4,yes,radio,The practical examples made the sessions easier to understand.,28.3
SUB-0158,SYN-0158,yes,1.0.0,ROUND_1,2025-09-10,2025-06-05,NORTH,N01,ENUM_06,yes,45_54,man,8,no,yes,2025-09-06,digital_skills,4,4,5,yes,3,no,,,20.5
SUB-0025,SYN-0025,yes,1.0.0,ROUND_2,2025-08-23,2025-07-01,EAST,E03,ENUM_02,yes,45_54,woman,4,no,yes,2025-07-17,planning,4,4,4,yes,3,no,,,13.6
SUB-0147,SYN-0147,yes,1.0.0,ROUND_2,2025-05-22,2025-02-07,NORTH,N02,ENUM_08,yes,25_34,man,6,no,no,,,,,,,4,no,,,15.6
SUB-DUP-002,SYN-0066,yes,1.0.0,ROUND_1,2025-09-15,2025-05-27,NORTH,N02,ENUM_08,yes,35_44,woman,3,no,yes,2025-07-25,leadership,4,3,4,no,3,no,,,21.4
SUB-0130,SYN-0130,yes,1.0.0,ROUND_2,2025-08-26,2025-06-18,NORTH,N02,ENUM_03,yes,18_24,man,5,no,no,,,,,,,4,no,,,23.5
SUB-0302,SYN-0302,yes,1.0.0,ROUND_1,2025-06-01,2025-02-21,WEST,W03,ENUM_05,yes,25_34,woman,5,no,yes,2025-05-19,planning,4,1,2,yes,5,yes,community_meeting,,16.7
SUB-0362,SYN-0362,yes,1.0.0,ROUND_2,2025-07-13,2025-05-07,WEST,W03,ENUM_06,yes,25_34,man,3,no,yes,2025-06-09,financial_skills,5,1,1,yes,4,yes,community_meeting,The activity should start earlier so participants can travel home safely.,21.1
SUB-0204,SYN-0204,yes,1.0.0,ROUND_1,2025-06-20,2025-02-07,NORTH,N01,ENUM_05,yes,35_44,man,3,no,yes,2025-05-28,financial_skills,3,4,5,yes,5,no,,,17.7
SUB-0139,SYN-0139,yes,1.0.0,ROUND_1,2025-04-10,2024-12-25,WEST,W02,ENUM_03,yes,55_plus,woman,9,no,yes,2025-01-24,digital_skills,4,3,4,no,4,no,,,26.7
SUB-0221,SYN-0221,yes,1.0.0,ROUND_1,2025-07-10,2025-05-28,EAST,E03,ENUM_07,yes,25_34,woman,4,no,yes,2025-07-08,planning,5,2,2,yes,5,no,,,17.4
SUB-0285,SYN-0285,yes,1.0.0,ROUND_2,2025-08-28,2025-05-24,NORTH,N01,ENUM_01,yes,25_34,man,3,no,yes,2025-08-23,digital_skills,4,3,4,no,5,yes,radio,,18.4
SUB-0387,SYN-0387,yes,1.0.0,ROUND_1,2025-06-29,2025-03-09,EAST,E01,ENUM_03,yes,45_54,woman,3,no,yes,2025-06-13,leadership,5,1,2,yes,4,no,,"The session was useful, but the timing conflicted with other responsibilities.",23.6
SUB-0303,SYN-0303,yes,1.0.0,ROUND_2,2025-07-10,2025-04-21,NORTH,N03,ENUM_05,yes,25_34,man,6,no,yes,2025-06-16,planning,2,3,4,yes,5,no,,,7.7
SUB-0133,SYN-0133,yes,1.0.0,ROUND_2,2025-05-27,2025-02-19,SOUTH,S01,ENUM_08,yes,45_54,woman,7,yes,yes,2025-04-08,leadership,4,4,5,yes,2,no,,,20.0
SUB-0288,SYN-0288,yes,1.0.0,ROUND_1,2025-05-08,2024-12-28,EAST,E02,ENUM_02,yes,35_44,woman,9,no,no,,,,,,,4,no,radio,,19.6
SUB-0014,SYN-0014,yes,1.0.0,ROUND_2,2025-06-29,2025-02-26,SOUTH,S02,ENUM_04,yes,35_44,man,6,yes,yes,2025-05-31,digital_skills,4,1,3,no,1,no,,,8.8
SUB-0200,SYN-0200,yes,1.0.0,ROUND_1,2025-06-02,2025-04-29,WEST,W03,ENUM_06,yes,25_34,woman,5,no,no,,,,,,,5,no,,,16.2
SUB-0093,SYN-0093,yes,1.0.0,ROUND_2,2025-08-05,2025-04-26,NORTH,N02,ENUM_02,yes,18_24,woman,11,no,no,,,,,,,4,no,,,20.5
SUB-0334,SYN-0334,yes,1.0.0,ROUND_1,2025-07-02,2025-02-06,NORTH,N02,ENUM_08,yes,55_plus,woman,7,no,yes,2025-05-12,financial_skills,3,4,5,yes,4,yes,printed_material,,22.3
SUB-0185,SYN-0185,yes,1.0.0,ROUND_2,2025-04-25,2025-03-26,NORTH,N03,ENUM_01,yes,35_44,woman,3,yes,no,,,,,,,2,no,,,24.7
SUB-0039,SYN-0039,yes,1.0.0,ROUND_2,2025-09-13,2025-07-05,SOUTH,S03,ENUM_07,yes,45_54,woman,5,no,yes,2025-08-04,financial_skills,4,3,4,yes,3,yes,printed_material,,21.3
SUB-0355,SYN-0355,yes,1.0.0,ROUND_2,2025-07-28,2025-05-21,WEST,W01,ENUM_05,yes,18_24,woman,2,no,yes,2025-07-05,financial_skills,4,3,4,yes,3,no,,,20.5
SUB-0352,SYN-0352,yes,1.0.0,ROUND_2,2025-05-07,2025-01-17,SOUTH,S03,ENUM_06,yes,45_54,man,8,no,yes,2025-02-10,planning,4,4,5,no,4,no,,,25.8
SUB-0166,SYN-0166,yes,1.0.0,ROUND_2,2025-09-01,2025-04-24,EAST,E02,ENUM_07,yes,18_24,prefer_not,5,no,yes,2025-06-05,financial_skills,4,4,4,yes,3,yes,radio,,23.3
SUB-0087,SYN-0087,yes,1.0.0,ROUND_2,2025-06-08,2025-01-26,WEST,W02,ENUM_05,yes,55_plus,man,8,no,yes,2025-03-02,digital_skills,4,4,4,yes,2,yes,radio,I would like more examples about budgeting and record keeping.,19.2
SUB-0350,SYN-0350,yes,1.0.0,ROUND_2,2025-07-12,2025-03-27,NORTH,N02,ENUM_03,yes,25_34,woman,5,no,yes,2025-06-07,planning,5,4,5,no,3,no,,,16.4
SUB-0151,SYN-0151,yes,1.0.0,ROUND_1,2025-09-17,2025-06-11,WEST,W03,ENUM_03,yes,25_34,man,2,no,yes,2025-06-13,digital_skills,3,4,5,yes,5,yes,printed_material,,13.6
SUB-0184,SYN-0184,yes,1.0.0,ROUND_2,2025-04-03,2025-02-24,WEST,W03,ENUM_03,yes,35_44,woman,7,no,yes,2025-02-24,planning,5,1,3,yes,4,no,,,17.3
SUB-0106,SYN-0106,yes,1.0.0,ROUND_2,2025-07-15,2025-03-15,SOUTH,S01,ENUM_01,yes,35_44,woman,9,no,yes,2025-04-10,planning,1,2,4,yes,4,no,,,26.6
SUB-0058,SYN-0058,yes,1.0.0,ROUND_2,2025-08-31,2025-04-24,SOUTH,S03,ENUM_01,yes,25_34,woman,3,no,no,,,,,,,5,no,,,16.9
SUB-0258,SYN-0258,yes,1.0.0,ROUND_2,2025-05-28,2025-04-04,EAST,E02,ENUM_01,yes,25_34,man,3,no,yes,2025-04-25,leadership,5,2,3,yes,4,no,,"The session was useful, but the timing conflicted with other responsibilities.",5.6
SUB-0051,SYN-0051,yes,1.0.0,ROUND_1,2025-05-30,2025-01-16,EAST,E01,ENUM_01,yes,45_54,woman,3,no,no,,,,,,,1,no,,,11.0
SUB-0078,SYN-0078,yes,1.0.0,ROUND_2,2025-05-02,2025-01-06,WEST,W03,ENUM_03,yes,25_34,man,4,no,yes,2025-04-25,digital_skills,3,2,4,yes,5,no,,,24.4
SUB-0266,SYN-0266,yes,1.0.0,ROUND_1,2025-09-09,2025-06-24,SOUTH,S02,ENUM_02,yes,35_44,woman,6,yes,no,,,,,,,5,no,,,21.2
SUB-0254,SYN-0254,yes,1.0.0,ROUND_2,2025-06-12,2025-04-21,NORTH,N03,ENUM_08,yes,55_plus,man,5,no,no,,,,,,,4,yes,printed_material,,4.0
SUB-0269,SYN-0269,yes,1.0.0,ROUND_2,2025-04-09,2025-01-28,WEST,W01,ENUM_08,yes,35_44,man,3,no,yes,2025-03-26,leadership,4,3,4,yes,4,no,,,22.8
SUB-0153,SYN-0153,yes,1.0.0,ROUND_1,2025-04-22,2024-11-30,SOUTH,S03,ENUM_07,yes,18_24,man,3,no,yes,2025-01-14,planning,5,2,3,no,1,yes,radio,The facilitator explained the topic clearly and respectfully.,21.0
SUB-0084,SYN-0084,yes,1.0.0,ROUND_2,2025-06-19,2025-02-19,EAST,E02,ENUM_04,yes,18_24,man,5,no,no,,,,,,,4,no,,,19.5
SUB-0268,SYN-0268,yes,1.0.0,ROUND_2,2025-07-08,2025-03-07,SOUTH,S03,ENUM_03,yes,25_34,unknown_code,7,no,yes,2025-06-22,digital_skills,3,3,4,no,4,no,,,15.7
SUB-0307,SYN-0307,yes,1.0.0,ROUND_2,2025-08-04,2025-07-01,SOUTH,S03,ENUM_01,yes,25_34,man,5,no,no,,,,,,,4,no,,,21.1
SUB-0301,SYN-0301,yes,1.0.0,ROUND_2,2025-08-13,2025-06-09,NORTH,N02,ENUM_04,yes,25_34,woman,4,no,yes,2025-06-29,financial_skills,4,1,2,yes,4,yes,community_meeting,,17.7
SUB-0395,SYN-0395,yes,1.0.0,ROUND_2,2025-06-03,2025-04-28,EAST,E03,ENUM_01,yes,35_44,woman,9,no,yes,2025-06-03,digital_skills,4,4,5,yes,3,no,,,23.1
SUB-0187,SYN-0187,yes,1.0.0,ROUND_2,2025-06-23,2025-03-15,EAST,E01,ENUM_05,yes,35_44,man,5,yes,yes,2025-04-08,financial_skills,4,4,5,yes,2,yes,radio,"The session was useful, but the timing conflicted with other responsibilities.",12.4
SUB-0253,SYN-0253,yes,1.0.0,ROUND_1,2025-07-13,2025-05-22,NORTH,N02,ENUM_06,yes,18_24,woman,5,no,no,,,,,,,4,no,,,24.6
SUB-0118,SYN-0118,yes,1.0.0,ROUND_2,2025-06-15,2025-05-09,NORTH,N01,ENUM_04,yes,18_24,woman,5,no,yes,2025-05-29,digital_skills,3,4,4,yes,5,no,,The activity should start earlier so participants can travel home safely.,12.9
SUB-0397,SYN-0397,yes,1.0.0,ROUND_2,2025-05-04,2024-12-19,EAST,E03,ENUM_03,yes,55_plus,man,3,no,yes,2025-01-10,planning,5,1,2,yes,2,yes,community_meeting,,15.3
SUB-0159,SYN-0159,yes,1.0.0,ROUND_2,2025-06-10,2025-05-11,EAST,E03,ENUM_06,yes,25_34,man,6,no,yes,2025-05-31,financial_skills,4,1,2,no,3,no,,,14.2
SUB-0290,SYN-0290,yes,1.0.0,ROUND_1,2025-04-09,2024-11-26,SOUTH,S02,ENUM_05,yes,25_34,man,7,no,yes,2025-01-14,financial_skills,4,1,2,yes,4,no,,,20.3
SUB-0129,SYN-0129,yes,1.0.0,ROUND_2,2025-04-19,2025-02-22,EAST,E03,ENUM_04,yes,35_44,man,5,no,yes,2025-04-15,planning,4,3,4,yes,4,yes,community_meeting,,23.6
